Job Title,Organization,City,Area / Town,Vacancy Location,Category / Sector,Job Type,Education,Min Experience (Years),Gender,No. of Positions,Positions Open Ended,Salary Min (PKR),Salary Max (PKR),Salary Avg (PKR),Date Posted,Expected Last Date,Days Available,Posting Month,Posting Year,Posting Weekday,Newspaper,Apply Online,Job Link,Description
ERP Administrator & IT Systems Engineer Jobs 2026,It Company,Multan,Multan Other Area Jobs,"Multan, Punjab, Pakistan",Private,Full Time,Bachelor|BCS|BIT|Others,,Not Specified,,False,,,,2026-05-13,2026-05-30,17.0,May,2026,Wednesday,Jang Jobs,Upload CV,https://www.jobz.pk/erp-administrator-it-systems-engineer-jobs-2026_jobs-754999.html,"Latest IT Company IT Posts Multan 2026IT Company is looking for candidates for following posts as per job advertisement published in daily Jang Newspaper of May 13, 2026 for location Multan, multan Punjab Pakistan:it systems engineer and erp administratorPersons with BIT, Others, BCS and Bachelor etc. education can apply.IT Company latest Private IT jobs and others can be applied till May 30, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest IT Company job opportunities.For more jobsregisterwithJobz.pk."
IT System Engineer & ERP Administrator Jobs 2026,It Company,Multan,Multan Other Area Jobs,"Multan, Punjab, Pakistan",Private,Full Time,Bachelor|BCS|BIT|Others,,Not Specified,,False,,,,2026-05-12,2026-05-30,18.0,May,2026,Tuesday,Jang Jobs,Upload CV,https://www.jobz.pk/it-system-engineer-erp-administrator-jobs-2026_jobs-754872.html,"Latest IT Company IT Posts Multan 2026IT Company invites applications for job positions advertised in daily Jang dated 12 May 2026 for following vacancies in Multan, multan Punjab Pakistan.it systems engineer and erp administratorPersons with Others, BIT, BCS and Bachelor etc. education can apply.Apply at IT Company latest Private jobs in IT and departments before closing date which is around May 30, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest IT Company job opportunities.For more jobsregisterwithJobz.pk."
Jang Sunday Classified Ads 10 May 2026 for AI Staff,It Company,Rawalpindi,Satellite Town - 6th Road Jobs,"Rawalpindi, Punjab, Pakistan",Classifieds,Full Time,Bachelor|BCS|BIT|Others,,Not Specified,,False,,,,2026-05-11,2026-05-30,19.0,May,2026,Monday,Jang Jobs,Upload CV,https://www.jobz.pk/jang-sunday-classified-ads-10-may-2026-for-ai-staff_jobs-754763.html,"Latest IT Company IT Posts Rawalpindi 2026IT Company is looking for candidates for following posts as per job advertisement published in daily Jang Newspaper of May 11, 2026 for location Satellite Town - 6th Road Rawalpindi, rawalpindi Punjab Pakistan:it officer and ai expertCandidates with Bachelor, BCS, Others and BIT etc. educational background will be preferred.Latest Classifieds jobs in IT Company in IT and others can be applied till 30 May 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest IT Company job opportunities.For more jobsregisterwithJobz.pk."
Road & Story Pvt Ltd Lahore Job 2026,Road & Story Pvt Ltd,Lahore,Lahore Other Area Jobs,"Lahore, Punjab, Pakistan",Private,Full Time,Bachelor|Master|MS|BS,,Not Specified,,False,,,,2026-05-10,2026-06-09,30.0,May,2026,Sunday,Jang Jobs,Upload CV,https://www.jobz.pk/road-story-pvt-ltd-lahore-job-2026_jobs-754425.html,"Latest Road & Story Pvt Ltd IT Posts Lahore 2026Road & Story Pvt Ltd invites applications for job positions advertised in daily Jang dated 10 May 2026 for following vacancies in Lahore, lahore Punjab Pakistan.it specialistCandidates with Master, MS and Bachelor etc. educational background will be preferred.Latest IT jobs and others Private jobs in Road & Story Pvt Ltd closing date is around June 9, 2026, see exact from ad. Read complete ad online to know how to apply onlatest Road & Story Pvt Ltd job opportunities.For more jobsregisterwithJobz.pk."
ERP Administrator & IT Systems Engineer Jobs 2026,It Company,Multan,Multan Other Area Jobs,"Multan, Punjab, Pakistan",Jobs Interviews,Full Time,Bachelor|BCS|BIT|Others,,Not Specified,,False,,,,2026-05-09,2026-05-22,13.0,May,2026,Saturday,Express Jobs,Upload CV,https://www.jobz.pk/erp-administrator-it-systems-engineer-jobs-2026_jobs-754221.html,"Latest IT Company IT Posts Multan 2026IT Company invites applications for job positions advertised in daily Express dated 9 May 2026 for following vacancies in Multan, multan Punjab Pakistan.it systems engineer and erp administratorEducational qualifications required BIT, Others, BCS and Bachelor etc.IT Company latest Private IT walk in interview jobs and others can be applied till May 22, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest IT Company job opportunities.For more jobsregisterwithJobz.pk."
IT System Engineer & ERP Administrator Jobs 2026,It Company,Multan,Multan Other Area Jobs,"Multan, Punjab, Pakistan",Jobs Interviews,Full Time,Bachelor|BCS|BIT|BS,,Not Specified,,False,,,,2026-05-09,2026-05-23,14.0,May,2026,Saturday,Jang Jobs,Upload CV,https://www.jobz.pk/it-system-engineer-erp-administrator-jobs-2026_jobs-754096.html,"Latest IT Company IT Posts Multan 2026IT Company invites applications for job positions advertised in daily Jang dated 9 May 2026 for following vacancies in Multan, multan Punjab Pakistan.it system engineer and erp administratorPersons with BCS, BIT and Bachelor etc. education can apply.Latest IT jobs and others Private walk in interview jobs in IT Company closing date is around May 23, 2026, see exact from ad. Read complete ad online to know how to apply onlatest IT Company job opportunities.For more jobsregisterwithJobz.pk."
Ministry of IT & Telecommunication Islamabad Job Notice 2026,Ministry Of Information Technology & Telecommunication Moit,Islamabad,Islamabad Other Area Jobs,"Islamabad, Islamabad, Pakistan",Government,Full Time,Bachelor|Master|MS|BS,,Not Specified,,False,,,,2026-05-04,2026-05-18,14.0,May,2026,Monday,Express Jobs,Upload CV,https://www.jobz.pk/ministry-of-it-telecommunication-islamabad-job-notice-2026_jobs-753357.html,"Latest Ministry of Information Technology & Telecommunication MOIT IT Posts Islamabad 2026Ministry of Information Technology & Telecommunication MOIT invites applications for job positions advertised in daily Express dated 4 May 2026 for following vacancies in Islamabad, islamabad Islamabad Pakistan.joint director and directorMS, Bachelor and Master etc. educational qualification will be preferred.Latest IT jobs and others Government jobs in Ministry of Information Technology & Telecommunication MOIT closing date is around May 18, 2026, see exact from ad. Read complete ad online to know how to apply onlatest Ministry of Information Technology & Telecommunication MOIT job opportunities.For more jobsregisterwithJobz.pk."
Jang Sunday Classified Ads 3 May 2026 for IT Company,It Company,Karachi,Clifton Jobs,"Karachi, Sindh, Pakistan",Classifieds,Full Time,Intermediate|Bachelor|BCS|Others,,Not Specified,,False,,,,2026-05-04,2026-05-19,15.0,May,2026,Monday,Jang Jobs,Upload CV,https://www.jobz.pk/jang-sunday-classified-ads-3-may-2026-for-it-company_jobs-753347.html,"Latest IT Company IT Posts Karachi 2026Vacant posts including engineer and hardware engineer are announced in IT Company Clifton Karachi, karachi Sindh Pakistan as per 4 May 2026 advertisement in daily Jang Newspaper. Intermediate, BCS, Bachelor and Others etc. educational qualification will be preferred.Apply at IT Company latest Classifieds jobs in IT and departments before closing date which is around May 19, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest IT Company job opportunities.For more jobsregisterwithJobz.pk."
Ministry of IT & Telecommunication MOIT Islamabad Jobs 2026,Ministry Of Information Technology & Telecommunication Moit,Islamabad,Islamabad Other Area Jobs,"Islamabad, Islamabad, Pakistan",Government,Full Time,Bachelor|Master|MS|BS,,Not Specified,,False,,,,2026-05-04,2026-05-18,14.0,May,2026,Monday,Ausaf Jobs,Upload CV,https://www.jobz.pk/ministry-of-it-telecommunication-moit-islamabad-jobs-2026_jobs-753287.html,"Latest Ministry of Information Technology & Telecommunication MOIT IT Posts Islamabad 2026Ministry of Information Technology & Telecommunication MOIT Islamabad, islamabad Islamabad Pakistan invites applications from eligible candidates for the post of director and joint director as per advertisement of May 4, 2026 published in daily Ausaf Newspaper. Bachelor, Master and MS etc. educational qualification will be preferred.Latest Government jobs in Ministry of Information Technology & Telecommunication MOIT in IT and others can be applied till 18 May 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Ministry of Information Technology & Telecommunication MOIT job opportunities.For more jobsregisterwithJobz.pk."
Ministry of IT & Telecommunication Islamabad Jobs 2026,Ministry Of Information Technology & Telecommunication Moit,Islamabad,Islamabad Other Area Jobs,"Islamabad, Islamabad, Pakistan",Government,Full Time,Bachelor|Master|MS|BS,,Not Specified,,False,,,,2026-05-03,2026-05-18,15.0,May,2026,Sunday,Jang Jobs,Upload CV,https://www.jobz.pk/ministry-of-it-telecommunication-islamabad-jobs-2026_jobs-753117.html,"Latest Ministry of Information Technology & Telecommunication MOIT IT Posts Islamabad 2026Vacant posts including director and joint director are announced in Ministry of Information Technology & Telecommunication MOIT Islamabad, islamabad Islamabad Pakistan as per 3 May 2026 advertisement in daily Jang Newspaper. Bachelor, MS and Master etc. educational qualification will be preferred.Latest Government jobs in Ministry of Information Technology & Telecommunication MOIT in IT and others can be applied till 18 May 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Ministry of Information Technology & Telecommunication MOIT job opportunities.For more jobsregisterwithJobz.pk."
Vital Tech International Karachi Job 2026,Vital Tech International,Karachi,Karachi Other Area Jobs,"Karachi, Sindh, Pakistan",Private,Full Time,Intermediate|Bachelor,,Not Specified,,False,,,,2026-05-03,2026-06-02,30.0,May,2026,Sunday,Jang Jobs,Upload CV,https://www.jobz.pk/vital-tech-international-karachi-job-2026_jobs-753040.html,"Latest Vital Tech International IT Posts Karachi 2026Vacant posts including office staff, male staff and female staff are announced in Vital Tech International Karachi, karachi Sindh Pakistan as per 3 May 2026 advertisement in daily Jang Newspaper. Educational qualifications required Intermediate and Bachelor etc.Apply at Vital Tech International latest Private jobs in IT and departments before closing date which is around June 2, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Vital Tech International job opportunities.For more jobsregisterwithJobz.pk."
Ministry of Information Technology & Telecommunication Jobs,Ministry Of Information Technology & Telecommunication Moit,Islamabad,Islamabad Other Area Jobs,"Islamabad, Islamabad, Pakistan",Government,Full Time,Bachelor|Master|MS|BS,,Not Specified,,False,,,,2026-05-03,2026-05-18,15.0,May,2026,Sunday,Jang Jobs,Upload CV,https://www.jobz.pk/ministry-of-information-technology-telecommunication-jobs_jobs-753000.html,"Latest Ministry of Information Technology & Telecommunication MOIT IT Posts Islamabad 2026Vacant posts including joint director and director are announced in Ministry of Information Technology & Telecommunication MOIT Islamabad, islamabad Islamabad Pakistan as per 3 May 2026 advertisement in daily Jang Newspaper. Candidates with MS, Bachelor and Master etc. educational background will be preferred.Apply at Ministry of Information Technology & Telecommunication MOIT latest Government jobs in IT and departments before closing date which is around May 18, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Ministry of Information Technology & Telecommunication MOIT job opportunities.For more jobsregisterwithJobz.pk."
Expanded Program on Immunization EPI Sindh Jobs 2026,Expanded Program On Immunization Epi,Karachi,Cantt Jobs,"Karachi, Sindh, Pakistan",Government,Full Time,Bachelor|Master|BCS|MCS|BIT|MIT|Others|BS,,Not Specified,,False,,,,2026-05-02,2026-05-16,14.0,May,2026,Saturday,Jang Jobs,Upload CV,https://www.jobz.pk/expanded-program-on-immunization-epi-sindh-jobs-2026_jobs-752904.html,"Latest Expanded Program on Immunization EPI IT Posts Karachi 2026Health Department, Expanded Program on Immunization EPI invites applications for job positions advertised in daily Jang dated 2 May 2026 for following vacancies in Cantt Karachi, karachi Sindh Pakistan.senior software developersoftware developer and junior software developerEducational qualifications required BIT, MIT, BCS, Master, Others, MCS and Bachelor etc.Apply at Expanded Program on Immunization EPI latest Government jobs in IT and departments before closing date which is around May 16, 2026 or as per closing date in newspaper ad. Read complete ad online to know how to apply onlatest Expanded Program on Immunization EPI job opportunities.For more jobsregisterwithJobz.pk."
